episode,mean_reward,sd_reward,min_reward,max_reward,mean_td_error,sd_td_error,min_td_error,max_td_error
0,-0.10831923102786085,0.10831923102786085,-0.2166384620557217,0.0,-0.10831923102786085,0.10831923102786085,-0.2166384620557217,0.0
10000,3.472880521564811,2.188776742399926,-0.21761642741746148,4.986184489442036,0.4033705215648199,1.569244066122023,-4.418384326986392,2.106184489442034
20000,3.3628433149207666,2.2435842468978753,-0.21761288068678367,4.986184489442036,-0.0028466850791896902,1.6042947151950664,-4.428384326986385,1.6061844894420854
30000,3.5954928634338703,2.1209942195710965,-0.2176220101141199,4.986184489442036,0.11063286343394471,1.4544864967819577,-4.442179382786814,4.87161567301358
40000,3.311642817207492,2.2655963544761573,-0.21761642741746148,4.986184489442036,-0.11882718279240591,1.6228914643563388,-4.4583843269863594,4.607820617213112
50000,3.4601424483908643,2.194283043745905,-0.21761642741746148,4.986184489442036,-0.08216755160900215,1.5362986337930595,-4.428384326986353,1.1932344864373414
60000,3.387970920761413,2.2354954894185806,-0.21761642741746148,4.986184489442036,-0.08124907923842975,1.5510564036151577,-4.442179382786778,4.607820617213113
70000,3.4961035111486973,2.1744784712947154,-0.21761288068678367,4.986184489442036,-0.08230648885110989,1.5556034439896156,-4.452179382786801,4.5825462175113
80000,3.465515833153553,2.1951993875474556,-0.2176220101141199,4.986184489442036,-0.03255416684623053,1.4599764348210078,-4.442179382786688,4.607820617213113
90000,3.554809707451096,2.1413315159238078,-0.21761642741746148,4.986184489442036,-0.08440029254864671,1.5515492505466904,-4.438384326986198,4.87161567301358
100000,3.4751672168071828,2.188109226126951,-0.21761166314262065,4.986184489442036,-0.11504278319253254,1.5757713761402725,-4.428384326986298,4.87161567301358
110000,3.5652529465451797,2.1387731564584658,-0.21759839313609602,4.986184489442036,-0.019017053454512378,1.4417552861619403,-4.438384326986234,4.607820617213115
120000,3.474161530220398,2.1885299919422407,-0.2176220101141199,4.986184489442036,-0.11301846977926515,1.5259249486212467,-4.4221793827866875,4.6078206172131155
130000,3.431134439048957,2.2101615448785044,-0.21761642741746148,4.986184489442036,-0.14534556095068046,1.5897266253361688,-4.4321793827867335,4.837820617213111
140000,3.497068003604663,2.1764113657745807,-0.21761642741746148,4.986184489442036,-0.02390199639494849,1.5715142676289726,-4.428384326986097,4.591615673013584
150000,3.6013888615856295,2.113086451600391,-0.21761288068678367,4.986184489442036,-0.09229113841393823,1.6443730445424,-4.438384326986007,4.87161567301358
160000,3.5871028842217663,2.121474924330009,-0.21759839313609602,4.986184489442036,-0.10537711577776761,1.6349636341678215,-4.438384326986042,4.8878206172131105
170000,3.5370422173516065,2.153862360608735,-0.21761288068678367,4.986184489442036,-0.12221778264791254,1.5559479740278686,-4.442179382786519,0.9961844894427738
180000,3.661385912428039,2.0732960393855397,-0.2176220101141199,4.986184489442036,-0.09475408757144832,1.618300231140498,-4.428384326985919,1.4732344864371343
190000,3.6120635462969286,2.1052306836851864,-0.21761642741746148,4.986184489442036,-0.16938645370252076,1.6734371916329407,-4.428384326986197,4.837820617213111
200000,3.7319917251794736,2.027608246482582,-0.21759089680665833,4.986184489442036,-0.09050827481994482,1.6123888067272305,-4.458384326985951,4.403361537944279
210000,3.6157419301256155,2.1005398412043945,-0.2176220101141199,4.986184489442036,-0.1692880698737682,1.6966387869532729,-4.428384326985934,4.8878206172131105
220000,3.676190558591892,2.0641261934197055,-0.21761642741746148,4.986184489442036,-0.11502944140747323,1.625701292362786,-4.438384326986031,1.3661844894429929
230000,3.755500068117929,2.010412920218628,-0.21761166314262065,4.986184489442036,-0.03622993188140053,1.5455117312820559,-4.428384326985377,1.2161844894430414
240000,3.665880674368331,2.0718175703315898,-0.21761288068678367,4.986184489442036,-0.08033932563097242,1.623190039084308,-4.4383843269857675,4.87161567301358
250000,3.7997682318406634,1.9764807940713078,-0.2176220101141199,4.986184489442036,-0.037161768158589625,1.564547121737732,-4.418384326985987,4.87161567301358
260000,3.75898470854997,2.007888847342359,-0.21761288068678367,4.986184489442036,-0.06791529144924385,1.5579665065194572,-4.442179382786296,4.243234486437136
270000,3.612541313083612,2.1053488983681246,-0.21761642741746148,4.986184489442036,-0.12226868691559645,1.6369307793162222,-4.498384326986106,1.3332344864383385
280000,3.681597745872662,2.0611931358355853,-0.21761642741746148,4.986184489442036,-0.08561225412652444,1.590794968575922,-4.428384326986092,4.82161567301358
290000,3.656969308567528,2.0745636615595564,-0.21761288068678367,4.986184489442036,-0.16075069143159856,1.6822360746175056,-4.428384326986076,4.8878206172131105
300000,3.6281115427818835,2.0954776003530915,-0.21761288068678367,4.986184489442036,-0.16739845721722393,1.6941537570348075,-4.428384326985562,1.266184489443405
310000,3.7901895829079475,1.98234428792815,-0.2176220101141199,4.986184489442036,-0.0736404170911098,1.613867828239181,-4.438384326985711,4.072737363820292
320000,3.6814136896358924,2.060587411103115,-0.2176220101141199,4.986184489442036,-0.06671631036315159,1.6220324867765368,-4.43838432698552,1.4961844894434773
330000,3.843249610308456,1.9422106515407105,-0.21758607369823674,4.986184489442036,0.08236961030945648,1.520419383028658,-4.428384326985668,4.8878206172131105
340000,3.6147831096735925,2.1036720107163607,-0.21761288068678367,4.986184489442036,-0.07570689032541283,1.613472134041312,-4.438384326985834,4.82161567301358
350000,3.7226785097846258,2.032465625109332,-0.21759089680665833,4.986184489442036,-0.1034814902142792,1.660945610318816,-4.4483843269855114,1.2661844894436127
360000,3.6666931081069163,2.0693913767887038,-0.21761288068678367,4.986184489442036,-0.12709689189198967,1.6682741398927285,-4.438384326985998,4.771615673013581
370000,3.672211350815257,2.0663620457717293,-0.2175594969602775,4.986184489442036,-0.11333864918362463,1.6668984589000346,-4.428384326985989,4.837820617213111
380000,3.7721256521708715,1.999719314990252,-0.21761642741746148,4.986184489442036,-0.02775434782795372,1.5637400820154659,-4.428384326985975,1.39618448944372
390000,3.660714382695937,2.0735494381064736,-0.2176220101141199,4.986184489442036,-0.0968756173028886,1.6443543499773459,-4.4383843269853065,4.837820617213111
400000,3.548626651111157,2.1433534978861792,-0.21761642741746148,4.986184489442036,-0.2194833488876311,1.7521115576794957,-4.428384326985947,4.0325462175113005
410000,3.6719761989779456,2.067782896710275,-0.21761288068678367,4.986184489442036,-0.07641380102080117,1.5818496372748097,-4.438384326985258,1.2132344864389628
420000,3.704215017132609,2.0447477953282918,-0.21761288068678367,4.986184489442036,-0.076314982866103,1.609440318245979,-4.458384326985928,1.176184489443873
430000,3.582769244466431,2.1223524784468966,-0.21761642741746148,4.986184489442036,-0.1673507555322589,1.7090372705141812,-4.4483843269859165,1.406184489443918
440000,3.7779305085595194,1.9961601890789167,-0.2176220101141199,4.986184489442036,0.0040105085608404065,1.4603965062699091,-4.4283843269856344,3.91248991387348
450000,3.6220681635004084,2.098638576783945,-0.21761642741746148,4.986184489442036,-0.1460018364982066,1.6528673874097026,-4.428384326985405,4.837820617213111
460000,3.637520450225073,2.0883574740031037,-0.21761166314262065,4.986184489442036,-0.1429995497735515,1.6701909067311749,-4.432179382785857,3.69782061721311
470000,3.626563692009633,2.0970756153831442,-0.21758607369823674,4.986184489442036,-0.10610630798893125,1.6121442253450964,-4.428384326985879,1.3461844894441617
480000,3.67578495289727,2.0646134884369856,-0.21761642741746148,4.986184489442036,-0.1528150471012555,1.6684113965841647,-4.448384326985111,3.513361537944278
490000,3.6915782812453455,2.055406760307031,-0.2176220101141199,4.986184489442036,-0.12091171875315983,1.6020607440109436,-4.42838432698529,1.0161844894442646
500000,3.7308244791980356,2.026029717283082,-0.21759839313609602,4.986184489442036,-0.09438552080042477,1.6046476535935466,-4.4221793827854485,4.82161567301358
510000,3.6377210171882854,2.088256139747032,-0.21759089680665833,4.986184489442036,-0.17462898281014336,1.6927277285375784,-4.438384326984108,3.6529170479623443
520000,3.6108851761950604,2.103875695139363,-0.21761288068678367,4.986184489442036,-0.1503548238033228,1.687101331867769,-4.438384326985049,4.771615673013581
530000,3.7802565142713673,1.99310032911947,-0.21761166314262065,4.986184489442036,-0.040033485726974676,1.553411786268232,-4.428384326985808,3.673234486437136
540000,3.736104638227043,2.0255166736589807,-0.2176220101141199,4.986184489442036,-0.04219536177129229,1.5641487181118063,-4.432179382786264,3.5725462175113
550000,3.626058454482837,2.096488866286504,-0.21761642741746148,4.986184489442036,-0.06201154551546476,1.6300823156023432,-4.448384326985196,1.3261844894445378
560000,3.683587608298795,2.062445193446131,-0.21761288068678367,4.986184489442036,-0.07638239169947189,1.60873371180357,-4.428384326985423,4.771615673013581
570000,3.636522276478965,2.089200735239744,-0.2176220101141199,4.986184489442036,-0.14259772351929273,1.6513035754901884,-4.4283843269849035,1.2430077854995893
580000,3.592585488811264,2.119392644774101,-0.21761642741746148,4.986184489442036,-0.12597451118696495,1.6517848050571813,-4.422179382786218,4.771615673013581
590000,3.7443880833871765,2.0159942133875433,-0.21761288068678367,4.986184489442036,-0.09753191661099718,1.5977493288802656,-4.428384326985073,3.4126238723583184
600000,3.716672931604485,2.040899397478726,-0.21761642741746148,4.986184489442036,-0.07419706839364652,1.5681744186325774,-4.4383843269853775,1.1261844894439639
610000,3.823649348794237,1.9596683487888813,-0.21761288068678367,4.986184489442036,0.02749934879616675,1.5286340691983404,-4.428384326984776,4.82161567301358
620000,3.6816659353607912,2.060576608099801,-0.21759089680665833,4.986184489442036,-0.0590340646372422,1.6385445660481799,-4.4383843269849885,3.422440503039722
630000,3.7198664903242924,2.035243363852001,-0.21761288068678367,4.986184489442036,-0.058923509673724075,1.5983648669308572,-4.438384326985009,4.82161567301358
640000,3.6139659317062995,2.10349341933442,-0.21761288068678367,4.986184489442036,-0.1797840682916697,1.7237390614200887,-4.43217938278546,1.286184489444965
650000,3.6324441624605037,2.093225258076352,-0.2176220101141199,4.986184489442036,-0.16155583753746475,1.663457968583753,-4.4783843269856725,1.046184489445011
660000,3.591118766441038,2.118616103656008,-0.21759089680665833,4.986184489442036,-0.11971123355695068,1.604787333165614,-4.428384326984896,1.0361844894450103
670000,3.6238404149500383,2.097326434093514,-0.21759089680665833,4.986184489442036,-0.15224958504790304,1.6664442066526322,-4.428384326985653,4.771615673013581
680000,3.7460552254122756,2.0163904750145147,-0.21761288068678367,4.986184489442036,-0.05145477458557906,1.58058372640176,-4.428384326984897,1.3561844894450505
690000,3.6081641405785922,2.1073065994125963,-0.21761642741746148,4.986184489442036,-0.2015658594192249,1.7158346936117617,-4.432179382786091,1.1761844894451556
700000,3.65594519267974,2.0747168896240344,-0.2176220101141199,4.986184489442036,-0.13990480731808708,1.621370235011943,-4.438384326984843,0.8629170479655155
710000,3.642937699157839,2.0841336069960223,-0.21758607369823674,4.986184489442036,-0.16764230083993636,1.7021538825874087,-4.4983843269856,3.122737363820291
720000,3.566090304761119,2.1293391859403115,-0.21761642741746148,4.986184489442036,-0.2203596952366404,1.7420717726798653,-4.438384326984383,1.272546217513788
730000,3.7247171251385147,2.0292632554073897,-0.21761288068678367,4.986184489442036,-0.08640287485917818,1.618181673032944,-4.438384326984356,4.837820617213111
740000,3.7655860722211365,2.0017646994303697,-0.21761288068678367,4.986184489442036,-0.058273927776531995,1.6092700685782781,-4.422179382784893,4.87161567301358
750000,3.623346352310846,2.099744938967973,-0.21761166314262065,4.986184489442036,-0.08684364768683106,1.6270876258414344,-4.428384326984329,1.3861844894454958
760000,3.5621012162796397,2.133500735328297,-0.21761642741746148,4.986184489442036,-0.13782878371802126,1.7070734544185762,-4.428384326984702,1.3930077855004797
770000,3.716311455115408,2.034758518925486,-0.21758607369823674,4.986184489442036,-0.09557854488214246,1.6501756187618248,-4.438384326984307,4.82161567301358
780000,3.7210902310728216,2.034668066655164,-0.21761642741746148,4.986184489442036,-0.10480976892478423,1.5836561457090736,-4.448384326984653,1.1261844894455644
790000,3.6857816857032892,2.058830767381058,-0.2176220101141199,4.986184489442036,-0.11820831429426283,1.6100039331644356,-4.448384326984173,2.9029586561624994
800000,3.621377851310789,2.1017832361142075,-0.21761288068678367,4.986184489442036,-0.12004214868670499,1.6525778605633346,-4.438384326984556,4.82161567301358
810000,3.6998096517910453,2.047599626680433,-0.21761288068678367,4.986184489442036,-0.07177034820646937,1.5728949098169853,-4.438384326984525,3.052508662710449
820000,3.7411874383128496,2.019414243234398,-0.2176220101141199,4.986184489442036,-0.10089256168454157,1.6061330047674338,-4.428384326982618,4.771615673013581
830000,3.6770800734741833,2.065441055753984,-0.21761288068678367,4.986184489442036,-0.06220992652326122,1.599836265207764,-4.46217938278593,1.556184489445842
840000,3.781969760107586,1.9896702112423352,-0.21761642741746148,4.986184489442036,-0.05925023988975635,1.6397298816653263,-4.438384326985448,4.787820617213111
850000,3.6805936624115914,2.058079674294272,-0.21761642741746148,4.986184489442036,-0.16778633758572875,1.7010614405325948,-4.428384326984017,1.2432344864410423
860000,3.7564354433195835,2.0080810177454587,-0.2176220101141199,4.986184489442036,-0.07378455667766434,1.6102605647716302,-4.428384326984414,4.73782061721311
870000,3.6480286550918746,2.0836121808436614,-0.2176220101141199,4.986184489442036,-0.09243134490542604,1.6210436635466232,-4.432179382784408,1.2561844894459662
880000,3.6029786982619947,2.1122879215668937,-0.21761288068678367,4.986184489442036,-0.14096130173525176,1.6945945870651449,-4.438384326983899,4.837820617213111
890000,3.686145337865282,2.0571422063545004,-0.2176220101141199,4.986184489442036,-0.11522466213194722,1.6295645020146368,-4.42838432698387,2.6129170479623447
900000,3.7667662314946146,2.0005601709064194,-0.21761288068678367,4.986184489442036,-0.11345376850249088,1.6280940851461212,-4.42838432698485,2.712755593332688
910000,3.712172850573936,2.0399025962499624,-0.21761166314262065,4.986184489442036,-0.12271714942317706,1.6686469114211078,-4.422179382785847,4.87161567301358
920000,3.584555258727064,2.121802097824235,-0.21761288068678367,4.986184489442036,-0.1920347412700376,1.756857016978856,-4.428384326984821,4.82161567301358
930000,3.7151396980412152,2.0395504172598433,-0.2176220101141199,4.986184489442036,-0.05206030195588271,1.5515114827164151,-4.428384326983792,4.787820617213111
940000,3.647125717592953,2.0858097675775373,-0.21761288068678367,4.986184489442036,-0.051984282404123464,1.5608444673922637,-4.42838432698427,2.8226333757660633
950000,3.613180348090436,2.105865529648571,-0.21759089680665833,4.986184489442036,-0.12160965190660712,1.7028269274500607,-4.438384326983807,4.787820617213111
960000,3.6943550328520334,2.052244648776201,-0.21761166314262065,4.986184489442036,-0.12508496714486128,1.6937796280683717,-4.438384326983789,1.5261844894463734
970000,3.5579308645962824,2.1364735840685154,-0.21761642741746148,4.986184489442036,-0.18541913540067156,1.7116418459968998,-4.43838432698363,2.5827373638202924
980000,3.775756244782123,1.9989562377179482,-0.21759089680665833,4.986184489442036,0.004256244785172966,1.505166199920393,-4.442179382785783,4.8878206172131105
990000,3.65300229158545,2.0796212010620363,-0.21761288068678367,4.986184489442036,-0.019147708411571082,1.5396868729965552,-4.428384326983599,1.4726238723628806
1000000,3.6315210188448774,2.092414390396858,-0.2176220101141199,4.986184489442036,-0.13604898115200684,1.6579593792444558,-4.432179382784113,2.2626333757660655
1010000,3.7203594065468972,2.0368473669564735,-0.2176220101141199,4.986184489442036,-0.03152059344994949,1.5141678060963317,-4.438384326985284,1.1861844894466103
1020000,3.773533057433949,1.9955949752708135,-0.21761642741746148,4.986184489442036,-0.018826942562832724,1.5191237349326066,-4.438384326983499,2.803007785497055
1030000,3.5809331363628805,2.123903057374991,-0.21759839313609602,4.986184489442036,-0.13786686363393408,1.653513295047386,-4.4483843269852565,4.68782061721311
1040000,3.7370759147666868,2.0221746210074256,-0.2176220101141199,4.986184489442036,-0.14629408523004905,1.640925507905008,-4.428384326983424,0.9928223344388494
1050000,3.687301655364503,2.058720774981252,-0.21761288068678367,4.986184489442036,-0.08089834463221458,1.5924942401043503,-4.438384326983513,1.2761844894467718
1060000,3.817134079059167,1.9648334553924414,-0.2176220101141199,4.986184489442036,-0.010515920937443305,1.5426384107006679,-4.428384326983905,4.72161567301358
1070000,3.62715737289569,2.095196833840587,-0.21761642741746148,4.986184489442036,-0.16039262710095484,1.6641246086022194,-4.4783843269852115,1.0261844894469832
1080000,3.729499364562112,2.0261346545808374,-0.21761642741746148,4.986184489442036,-0.07308063543449847,1.5922837094441182,-4.432179382785669,1.1861844894469193
1090000,3.6561484582883197,2.0782557489037456,-0.21761166314262065,4.986184489442036,-0.11254154170823301,1.6371938945949356,-4.448384326983968,4.67161567301358
1100000,3.5624163121107717,2.13821541791015,-0.21761642741746148,4.986184489442036,-0.12966368788584717,1.6417170353256012,-4.432179382784415,2.7627373638202912
1110000,3.5929335618953684,2.117324154388374,-0.21761288068678367,4.986184489442036,-0.1803164381011724,1.7054901338169874,-4.4283843269832825,1.3761844894471
1120000,3.705205893727574,2.043912400717536,-0.21761642741746148,4.986184489442036,-0.1129441062688897,1.6405081830120611,-4.428384326983318,2.2129586561625008
1130000,3.6671645214612827,2.067768713173545,-0.21759089680665833,4.986184489442036,-0.1571254785351433,1.6996241805868906,-4.428384326985143,4.837820617213111
1140000,3.636579624006552,2.088881658565078,-0.21761642741746148,4.986184489442036,-0.14949037598985304,1.6424935483474348,-4.448384326983233,1.256184489447186
1150000,3.6968172800003045,2.0497785421926675,-0.21758607369823674,4.986184489442036,-0.13073271999599478,1.6650836928681927,-4.428384326984391,4.837820617213111
1160000,3.8401351374669805,1.9473721514061475,-0.21758440679528623,4.986184489442036,0.012095137470600512,1.5107682318597981,-4.432179382785563,2.1226333757660654
1170000,3.603674053777706,2.110279013588932,-0.21759089680665833,4.986184489442036,-0.15888594621850702,1.7408374290224524,-4.43217938278555,2.132720670176484
1180000,3.7371730834199988,2.025006035390176,-0.21761642741746148,4.986184489442036,-0.05521691657619127,1.6028392633258408,-4.448384326983056,1.266184489447371
1190000,3.69724502150886,2.0516854469548287,-0.21761166314262065,4.986184489442036,-0.09820497848745306,1.6100627153369123,-4.438384326983723,4.72161567301358
1200000,3.685747594245724,2.05818991298668,-0.21761642741746148,4.986184489442036,-0.06550240575042858,1.6247288251066627,-4.4483843269850425,2.6329586561625002
1210000,3.771873895679588,2.0007273688704537,-0.21761642741746148,4.986184489442036,-0.012676104316523648,1.5521288915464981,-4.438384326984313,1.336184489447561
1220000,3.7104947769764105,2.041618993883753,-0.21761642741746148,4.986184489442036,-0.07866522301980004,1.6224563237564373,-4.418384326985013,4.6378206172131105
1230000,3.6180110831126195,2.1020523549215766,-0.21761642741746148,4.986184489442036,-0.1326389168835396,1.666395447833081,-4.428384326980806,4.787820617213111
1240000,3.5986020869753346,2.1137790871033513,-0.21761288068678367,4.986184489442036,-0.13493791302078864,1.6659956127422022,-4.428384326982947,4.82161567301358
1250000,3.705559453928436,2.045738777072705,-0.21761642741746148,4.986184489442036,-0.047040546067634775,1.5673942101373728,-4.452179382784722,1.3028223344398642
1260000,3.770094096834251,1.9965611410353568,-0.21761642741746148,4.986184489442036,-0.040365903161728195,1.626438551013679,-4.428384326980747,1.5161844894477383
1270000,3.7148095141317765,2.0379006914986753,-0.21761288068678367,4.986184489442036,-0.062310485864204596,1.5760306410566725,-4.438384326983422,2.132822334434248
1280000,3.5564582962614484,2.137359917506799,-0.21761288068678367,4.986184489442036,-0.18243170373456388,1.683629945025412,-4.428384326982843,1.0832344864430778
1290000,3.663062515462193,2.0712294444446706,-0.21761288068678367,4.986184489442036,-0.12869748453375712,1.6292204984003817,-4.448384326982817,1.1930077855029513
1300000,3.5912487240514226,2.118609776825583,-0.21761166314262065,4.986184489442036,-0.08353127594448867,1.6560484712249286,-4.428384326984154,1.3932344864429247
1310000,3.697187645361703,2.0498125152644273,-0.21759839313609602,4.986184489442036,-0.07290235463417373,1.6310064695065563,-4.438384326983448,4.82161567301358
1320000,3.7298517007952148,2.024890981804546,-0.21761642741746148,4.986184489442036,-0.10927829920059084,1.671320493495802,-4.448384326984892,2.282563606660171
1330000,3.63554066189241,2.0929724500973337,-0.21761642741746148,4.986184489442036,-0.0677493381034677,1.5765798396096609,-4.438384326984111,1.4261844894480742
1340000,3.734739639423444,2.0245649024338626,-0.21761288068678367,4.986184489442036,-0.07163036057226785,1.5643748497435277,-4.438384326983376,1.116184489448166
1350000,3.551947555299473,2.1423475946750052,-0.21759839313609602,4.986184489442036,-0.1523524446963418,1.6575977275546319,-4.428384326982663,4.837820617213111
1360000,3.6717884949112247,2.0665816592653186,-0.21761288068678367,4.986184489442036,-0.13425150508452233,1.6467473481201853,-4.428384326984067,1.316184489448216
1370000,3.587730094959282,2.1203639394933775,-0.2176220101141199,4.986184489442036,-0.13618990503641393,1.6655427651469135,-4.428384326980237,2.1030077854970566
1380000,3.631698086785999,2.0945934084661166,-0.2176220101141199,4.986184489442036,-0.08088191320967693,1.620499353595617,-4.438384326982494,1.9925636066601697
1390000,3.649458018660876,2.080729847385775,-0.2176220101141199,4.986184489442036,-0.07792198133478422,1.5940146749788902,-4.438384326982408,2.1625517721751604
1400000,3.652471252264473,2.0806402014094068,-0.21761288068678367,4.986184489442036,-0.08809874773111637,1.5904593351883045,-4.428384326982575,2.4724899138734813
1410000,3.729392202198953,2.0298479118048656,-0.21761288068678367,4.986184489442036,-0.07605779779661567,1.5634893632190878,-4.428384326984792,1.832633375766064
1420000,3.70985953599557,2.039540872477132,-0.21761642741746148,4.986184489442036,-0.09584046399992106,1.6396215999950123,-4.438384326983207,2.4524139263017646
1430000,3.7409093455858664,2.0197445706390065,-0.21761642741746148,4.986184489442036,-0.08134065440961016,1.6067378331868156,-4.432179382783663,2.0029586561624995
1440000,3.746357618782346,2.014014861359469,-0.21759089680665833,4.986184489442036,-0.09259238121304042,1.6314477689940448,-4.438384326983167,1.983361537944278
1450000,3.7281700524094132,2.0274018735719332,-0.21761288068678367,4.986184489442036,-0.07445994758597706,1.5823255691038938,-4.428384326983007,2.392822334434249
1460000,3.5993717139622166,2.114821703084784,-0.21761288068678367,4.986184489442036,-0.12078828603327965,1.6520385617662556,-4.448384326983114,4.82161567301358
1470000,3.677353615550235,2.0646975331039314,-0.21761288068678367,4.986184489442036,-0.11972638444508105,1.6401662280777123,-4.448384326983841,1.912737363820292
1480000,3.615920709224268,2.1030776270385063,-0.21759089680665833,4.986184489442036,-0.11388929077108552,1.6547558086623557,-4.428384326983865,4.771615673013581
1490000,3.6188888547537883,2.1026615485158455,-0.21761642741746148,4.986184489442036,-0.1600711452414217,1.711595151329778,-4.438384326982317,4.787820617213111
